,Disease,Disease_Labels
1100,Dimorphic_hemmorhoids(piles),13
1101,Dimorphic_hemmorhoids(piles),13
1102,Dimorphic_hemmorhoids(piles),13
1103,Dimorphic_hemmorhoids(piles),13
1104,Dimorphic_hemmorhoids(piles),13
1105,Dimorphic_hemmorhoids(piles),13
1106,Dimorphic_hemmorhoids(piles),13
1107,Dimorphic_hemmorhoids(piles),13
1108,Dimorphic_hemmorhoids(piles),13
1109,Dimorphic_hemmorhoids(piles),13
1110,Heart_attack,18
1111,Heart_attack,18
1112,Heart_attack,18
1113,Heart_attack,18
1114,Heart_attack,18
1115,Heart_attack,18
1116,Heart_attack,18
1117,Heart_attack,18
1118,Heart_attack,18
1119,Heart_attack,18
1120,Varicose_veins,39
1121,Varicose_veins,39
1122,Varicose_veins,39
1123,Varicose_veins,39
1124,Varicose_veins,39
1125,Varicose_veins,39
1126,Varicose_veins,39
1127,Varicose_veins,39
1128,Varicose_veins,39
1129,Varicose_veins,39
1130,Hypothyroidism,26
1131,Hypothyroidism,26
1132,Hypothyroidism,26
1133,Hypothyroidism,26
1134,Hypothyroidism,26
1135,Hypothyroidism,26
1136,Hypothyroidism,26
1137,Hypothyroidism,26
1138,Hypothyroidism,26
1139,Hypothyroidism,26
1140,Hyperthyroidism,24
1141,Hyperthyroidism,24
1142,Hyperthyroidism,24
1143,Hyperthyroidism,24
1144,Hyperthyroidism,24
1145,Hyperthyroidism,24
1146,Hyperthyroidism,24
1147,Hyperthyroidism,24
1148,Hyperthyroidism,24
1149,Hyperthyroidism,24
1150,Hypoglycemia,25
1151,Hypoglycemia,25
1152,Hypoglycemia,25
1153,Hypoglycemia,25
1154,Hypoglycemia,25
1155,Hypoglycemia,25
1156,Hypoglycemia,25
1157,Hypoglycemia,25
1158,Hypoglycemia,25
1159,Hypoglycemia,25
1160,Osteoarthristis,31
1161,Osteoarthristis,31
1162,Osteoarthristis,31
1163,Osteoarthristis,31
1164,Osteoarthristis,31
1165,Osteoarthristis,31
1166,Osteoarthristis,31
1167,Osteoarthristis,31
1168,Osteoarthristis,31
1169,Osteoarthristis,31
1170,Arthritis,5
1171,Arthritis,5
1172,Arthritis,5
1173,Arthritis,5
1174,Arthritis,5
1175,Arthritis,5
1176,Arthritis,5
1177,Arthritis,5
1178,Arthritis,5
1179,Arthritis,5
1180,(vertigo)_Paroymsal__Positional_Vertigo,0
1181,(vertigo)_Paroymsal__Positional_Vertigo,0
1182,(vertigo)_Paroymsal__Positional_Vertigo,0
1183,(vertigo)_Paroymsal__Positional_Vertigo,0
1184,(vertigo)_Paroymsal__Positional_Vertigo,0
1185,(vertigo)_Paroymsal__Positional_Vertigo,0
1186,(vertigo)_Paroymsal__Positional_Vertigo,0
1187,(vertigo)_Paroymsal__Positional_Vertigo,0
1188,(vertigo)_Paroymsal__Positional_Vertigo,0
1189,(vertigo)_Paroymsal__Positional_Vertigo,0
1190,Acne,2
1191,Acne,2
1192,Acne,2
1193,Acne,2
1194,Acne,2
1195,Acne,2
1196,Acne,2
1197,Acne,2
1198,Acne,2
1199,Acne,2
1200,Urinary_tract_infection,38
1201,Urinary_tract_infection,38
1202,Urinary_tract_infection,38
1203,Urinary_tract_infection,38
1204,Urinary_tract_infection,38
1205,Urinary_tract_infection,38
1206,Urinary_tract_infection,38
1207,Urinary_tract_infection,38
1208,Urinary_tract_infection,38
1209,Urinary_tract_infection,38
1210,Psoriasis,35
1211,Psoriasis,35
1212,Psoriasis,35
1213,Psoriasis,35
1214,Psoriasis,35
1215,Psoriasis,35
1216,Psoriasis,35
1217,Psoriasis,35
1218,Psoriasis,35
1219,Psoriasis,35
1220,Impetigo,27
1221,Impetigo,27
1222,Impetigo,27
1223,Impetigo,27
1224,Impetigo,27
1225,Impetigo,27
1226,Impetigo,27
1227,Impetigo,27
1228,Impetigo,27
1229,Impetigo,27
1230,Fungal_infection,15
1231,Fungal_infection,15
1232,Fungal_infection,15
1233,Fungal_infection,15
1234,Fungal_infection,15
1235,Fungal_infection,15
1236,Fungal_infection,15
1237,Fungal_infection,15
1238,Fungal_infection,15
1239,Fungal_infection,15
1240,Allergy,4
1241,Allergy,4
1242,Allergy,4
1243,Allergy,4
1244,Allergy,4
1245,Allergy,4
1246,Allergy,4
1247,Allergy,4
1248,Allergy,4
1249,Allergy,4
1250,GERD,16
1251,GERD,16
1252,GERD,16
1253,GERD,16
1254,GERD,16
1255,GERD,16
1256,GERD,16
1257,GERD,16
1258,GERD,16
1259,GERD,16
1260,Chronic_cholestasis,9
1261,Chronic_cholestasis,9
1262,Chronic_cholestasis,9
1263,Chronic_cholestasis,9
1264,Chronic_cholestasis,9
1265,Chronic_cholestasis,9
1266,Chronic_cholestasis,9
1267,Chronic_cholestasis,9
1268,Chronic_cholestasis,9
1269,Chronic_cholestasis,9
1270,Drug_Reaction,14
1271,Drug_Reaction,14
1272,Drug_Reaction,14
1273,Drug_Reaction,14
1274,Drug_Reaction,14
1275,Drug_Reaction,14
1276,Drug_Reaction,14
1277,Drug_Reaction,14
1278,Drug_Reaction,14
1279,Drug_Reaction,14
1280,Peptic_ulcer_diseae,33
1281,Peptic_ulcer_diseae,33
1282,Peptic_ulcer_diseae,33
1283,Peptic_ulcer_diseae,33
1284,Peptic_ulcer_diseae,33
1285,Peptic_ulcer_diseae,33
1286,Peptic_ulcer_diseae,33
1287,Peptic_ulcer_diseae,33
1288,Peptic_ulcer_diseae,33
1289,Peptic_ulcer_diseae,33
1290,AIDS,1
1291,AIDS,1
1292,AIDS,1
1293,AIDS,1
1294,AIDS,1
1295,AIDS,1
1296,AIDS,1
1297,AIDS,1
1298,AIDS,1
1299,AIDS,1
1300,Diabetes,12
1301,Diabetes,12
1302,Diabetes,12
1303,Diabetes,12
1304,Diabetes,12
1305,Diabetes,12
1306,Diabetes,12
1307,Diabetes,12
1308,Diabetes,12
1309,Diabetes,12
1310,Gastroenteritis,17
1311,Gastroenteritis,17
1312,Gastroenteritis,17
1313,Gastroenteritis,17
1314,Gastroenteritis,17
1315,Gastroenteritis,17
1316,Gastroenteritis,17
1317,Gastroenteritis,17
1318,Gastroenteritis,17
1319,Gastroenteritis,17
1320,Bronchial_Asthma,6
1321,Bronchial_Asthma,6
1322,Bronchial_Asthma,6
1323,Bronchial_Asthma,6
1324,Bronchial_Asthma,6
1325,Bronchial_Asthma,6
1326,Bronchial_Asthma,6
1327,Bronchial_Asthma,6
1328,Bronchial_Asthma,6
1329,Bronchial_Asthma,6
1330,Hypertension,23
1331,Hypertension,23
1332,Hypertension,23
1333,Hypertension,23
1334,Hypertension,23
1335,Hypertension,23
1336,Hypertension,23
1337,Hypertension,23
1338,Hypertension,23
1339,Hypertension,23
1340,Migraine,30
1341,Migraine,30
1342,Migraine,30
1343,Migraine,30
1344,Migraine,30
1345,Migraine,30
1346,Migraine,30
1347,Migraine,30
1348,Migraine,30
1349,Migraine,30
1350,Cervical_spondylosis,7
1351,Cervical_spondylosis,7
1352,Cervical_spondylosis,7
1353,Cervical_spondylosis,7
1354,Cervical_spondylosis,7
1355,Cervical_spondylosis,7
1356,Cervical_spondylosis,7
1357,Cervical_spondylosis,7
1358,Cervical_spondylosis,7
1359,Cervical_spondylosis,7
1360,Paralysis_(brain_hemorrhage),32
1361,Paralysis_(brain_hemorrhage),32
1362,Paralysis_(brain_hemorrhage),32
1363,Paralysis_(brain_hemorrhage),32
1364,Paralysis_(brain_hemorrhage),32
1365,Paralysis_(brain_hemorrhage),32
1366,Paralysis_(brain_hemorrhage),32
1367,Paralysis_(brain_hemorrhage),32
1368,Paralysis_(brain_hemorrhage),32
1369,Paralysis_(brain_hemorrhage),32
1370,Jaundice,28
1371,Jaundice,28
1372,Jaundice,28
1373,Jaundice,28
1374,Jaundice,28
1375,Jaundice,28
1376,Jaundice,28
1377,Jaundice,28
1378,Jaundice,28
1379,Jaundice,28
1380,Malaria,29
1381,Malaria,29
1382,Malaria,29
1383,Malaria,29
1384,Malaria,29
1385,Malaria,29
1386,Malaria,29
1387,Malaria,29
1388,Malaria,29
1389,Malaria,29
1390,Chicken_pox,8
1391,Chicken_pox,8
1392,Chicken_pox,8
1393,Chicken_pox,8
1394,Chicken_pox,8
1395,Chicken_pox,8
1396,Chicken_pox,8
1397,Chicken_pox,8
1398,Chicken_pox,8
1399,Chicken_pox,8
1400,Dengue,11
1401,Dengue,11
1402,Dengue,11
1403,Dengue,11
1404,Dengue,11
1405,Dengue,11
1406,Dengue,11
1407,Dengue,11
1408,Dengue,11
1409,Dengue,11
1410,Typhoid,37
1411,Typhoid,37
1412,Typhoid,37
1413,Typhoid,37
1414,Typhoid,37
1415,Typhoid,37
1416,Typhoid,37
1417,Typhoid,37
1418,Typhoid,37
1419,Typhoid,37
1420,hepatitis_A,40
1421,hepatitis_A,40
1422,hepatitis_A,40
1423,hepatitis_A,40
1424,hepatitis_A,40
1425,hepatitis_A,40
1426,hepatitis_A,40
1427,hepatitis_A,40
1428,hepatitis_A,40
1429,hepatitis_A,40
1430,Hepatitis_B,19
1431,Hepatitis_B,19
1432,Hepatitis_B,19
1433,Hepatitis_B,19
1434,Hepatitis_B,19
1435,Hepatitis_B,19
1436,Hepatitis_B,19
1437,Hepatitis_B,19
1438,Hepatitis_B,19
1439,Hepatitis_B,19
1440,Hepatitis_C,20
1441,Hepatitis_C,20
1442,Hepatitis_C,20
1443,Hepatitis_C,20
1444,Hepatitis_C,20
1445,Hepatitis_C,20
1446,Hepatitis_C,20
1447,Hepatitis_C,20
1448,Hepatitis_C,20
1449,Hepatitis_C,20
1450,Hepatitis_D,21
1451,Hepatitis_D,21
1452,Hepatitis_D,21
1453,Hepatitis_D,21
1454,Hepatitis_D,21
1455,Hepatitis_D,21
1456,Hepatitis_D,21
1457,Hepatitis_D,21
1458,Hepatitis_D,21
1459,Hepatitis_D,21
1460,Hepatitis_E,22
1461,Hepatitis_E,22
1462,Hepatitis_E,22
1463,Hepatitis_E,22
1464,Hepatitis_E,22
1465,Hepatitis_E,22
1466,Hepatitis_E,22
1467,Hepatitis_E,22
1468,Hepatitis_E,22
1469,Hepatitis_E,22
1470,Alcoholic_hepatitis,3
1471,Alcoholic_hepatitis,3
1472,Alcoholic_hepatitis,3
1473,Alcoholic_hepatitis,3
1474,Alcoholic_hepatitis,3
1475,Alcoholic_hepatitis,3
1476,Alcoholic_hepatitis,3
1477,Alcoholic_hepatitis,3
1478,Alcoholic_hepatitis,3
1479,Alcoholic_hepatitis,3
1480,Tuberculosis,36
1481,Tuberculosis,36
1482,Tuberculosis,36
1483,Tuberculosis,36
1484,Tuberculosis,36
1485,Tuberculosis,36
1486,Tuberculosis,36
1487,Tuberculosis,36
1488,Tuberculosis,36
1489,Tuberculosis,36
1490,Common_Cold,10
1491,Common_Cold,10
1492,Common_Cold,10
1493,Common_Cold,10
1494,Common_Cold,10
1495,Common_Cold,10
1496,Common_Cold,10
1497,Common_Cold,10
1498,Common_Cold,10
1499,Common_Cold,10
1500,Pneumonia,34
1501,Pneumonia,34
1502,Pneumonia,34
1503,Pneumonia,34
1504,Pneumonia,34
1505,Pneumonia,34
1506,Pneumonia,34
1507,Pneumonia,34
1508,Pneumonia,34
1509,Pneumonia,34
1510,Dimorphic_hemmorhoids(piles),13
1511,Dimorphic_hemmorhoids(piles),13
1512,Dimorphic_hemmorhoids(piles),13
1513,Dimorphic_hemmorhoids(piles),13
1514,Dimorphic_hemmorhoids(piles),13
1515,Dimorphic_hemmorhoids(piles),13
1516,Dimorphic_hemmorhoids(piles),13
1517,Dimorphic_hemmorhoids(piles),13
1518,Dimorphic_hemmorhoids(piles),13
1519,Dimorphic_hemmorhoids(piles),13
1520,Heart_attack,18
1521,Heart_attack,18
1522,Heart_attack,18
1523,Heart_attack,18
1524,Heart_attack,18
1525,Heart_attack,18
1526,Heart_attack,18
1527,Heart_attack,18
1528,Heart_attack,18
1529,Heart_attack,18
1530,Varicose_veins,39
1531,Varicose_veins,39
1532,Varicose_veins,39
1533,Varicose_veins,39
1534,Varicose_veins,39
1535,Varicose_veins,39
1536,Varicose_veins,39
1537,Varicose_veins,39
1538,Varicose_veins,39
1539,Varicose_veins,39
1540,Hypothyroidism,26
1541,Hypothyroidism,26
1542,Hypothyroidism,26
1543,Hypothyroidism,26
1544,Hypothyroidism,26
1545,Hypothyroidism,26
1546,Hypothyroidism,26
1547,Hypothyroidism,26
1548,Hypothyroidism,26
1549,Hypothyroidism,26
1550,Hyperthyroidism,24
1551,Hyperthyroidism,24
1552,Hyperthyroidism,24
1553,Hyperthyroidism,24
1554,Hyperthyroidism,24
1555,Hyperthyroidism,24
1556,Hyperthyroidism,24
1557,Hyperthyroidism,24
1558,Hyperthyroidism,24
1559,Hyperthyroidism,24
1560,Hypoglycemia,25
1561,Hypoglycemia,25
1562,Hypoglycemia,25
1563,Hypoglycemia,25
1564,Hypoglycemia,25
1565,Hypoglycemia,25
1566,Hypoglycemia,25
1567,Hypoglycemia,25
1568,Hypoglycemia,25
1569,Hypoglycemia,25
1570,Osteoarthristis,31
1571,Osteoarthristis,31
1572,Osteoarthristis,31
1573,Osteoarthristis,31
1574,Osteoarthristis,31
1575,Osteoarthristis,31
1576,Osteoarthristis,31
1577,Osteoarthristis,31
1578,Osteoarthristis,31
1579,Osteoarthristis,31
1580,Arthritis,5
1581,Arthritis,5
1582,Arthritis,5
1583,Arthritis,5
1584,Arthritis,5
1585,Arthritis,5
1586,Arthritis,5
1587,Arthritis,5
1588,Arthritis,5
1589,Arthritis,5
1590,(vertigo)_Paroymsal__Positional_Vertigo,0
1591,(vertigo)_Paroymsal__Positional_Vertigo,0
1592,(vertigo)_Paroymsal__Positional_Vertigo,0
1593,(vertigo)_Paroymsal__Positional_Vertigo,0
1594,(vertigo)_Paroymsal__Positional_Vertigo,0
1595,(vertigo)_Paroymsal__Positional_Vertigo,0
1596,(vertigo)_Paroymsal__Positional_Vertigo,0
1597,(vertigo)_Paroymsal__Positional_Vertigo,0
1598,(vertigo)_Paroymsal__Positional_Vertigo,0
1599,(vertigo)_Paroymsal__Positional_Vertigo,0
1600,Acne,2
1601,Acne,2
1602,Acne,2
1603,Acne,2
1604,Acne,2
1605,Acne,2
1606,Acne,2
1607,Acne,2
1608,Acne,2
1609,Acne,2
1610,Urinary_tract_infection,38
1611,Urinary_tract_infection,38
1612,Urinary_tract_infection,38
1613,Urinary_tract_infection,38
1614,Urinary_tract_infection,38
1615,Urinary_tract_infection,38
1616,Urinary_tract_infection,38
1617,Urinary_tract_infection,38
1618,Urinary_tract_infection,38
1619,Urinary_tract_infection,38
1620,Psoriasis,35
1621,Psoriasis,35
1622,Psoriasis,35
1623,Psoriasis,35
1624,Psoriasis,35
1625,Psoriasis,35
1626,Psoriasis,35
1627,Psoriasis,35
1628,Psoriasis,35
1629,Psoriasis,35
1630,Impetigo,27
1631,Impetigo,27
1632,Impetigo,27
1633,Impetigo,27
1634,Impetigo,27
1635,Impetigo,27
1636,Impetigo,27
1637,Impetigo,27
1638,Impetigo,27
1639,Impetigo,27
1640,Fungal_infection,15
1641,Fungal_infection,15
1642,Fungal_infection,15
1643,Fungal_infection,15
1644,Fungal_infection,15
1645,Fungal_infection,15
1646,Fungal_infection,15
1647,Fungal_infection,15
1648,Fungal_infection,15
1649,Fungal_infection,15
1650,Allergy,4
1651,Allergy,4
1652,Allergy,4
1653,Allergy,4
1654,Allergy,4
1655,Allergy,4
1656,Allergy,4
1657,Allergy,4
1658,Allergy,4
1659,Allergy,4
1660,GERD,16
1661,GERD,16
1662,GERD,16
1663,GERD,16
1664,GERD,16
1665,GERD,16
1666,GERD,16
1667,GERD,16
1668,GERD,16
1669,GERD,16
1670,Chronic_cholestasis,9
1671,Chronic_cholestasis,9
1672,Chronic_cholestasis,9
1673,Chronic_cholestasis,9
1674,Chronic_cholestasis,9
1675,Chronic_cholestasis,9
1676,Chronic_cholestasis,9
1677,Chronic_cholestasis,9
1678,Chronic_cholestasis,9
1679,Chronic_cholestasis,9
1680,Drug_Reaction,14
1681,Drug_Reaction,14
1682,Drug_Reaction,14
1683,Drug_Reaction,14
1684,Drug_Reaction,14
1685,Drug_Reaction,14
1686,Drug_Reaction,14
1687,Drug_Reaction,14
1688,Drug_Reaction,14
1689,Drug_Reaction,14
1690,Peptic_ulcer_diseae,33
1691,Peptic_ulcer_diseae,33
1692,Peptic_ulcer_diseae,33
1693,Peptic_ulcer_diseae,33
1694,Peptic_ulcer_diseae,33
1695,Peptic_ulcer_diseae,33
1696,Peptic_ulcer_diseae,33
1697,Peptic_ulcer_diseae,33
1698,Peptic_ulcer_diseae,33
1699,Peptic_ulcer_diseae,33
1700,AIDS,1
1701,AIDS,1
1702,AIDS,1
1703,AIDS,1
1704,AIDS,1
1705,AIDS,1
1706,AIDS,1
1707,AIDS,1
1708,AIDS,1
1709,AIDS,1
1710,Diabetes,12
1711,Diabetes,12
1712,Diabetes,12
1713,Diabetes,12
1714,Diabetes,12
1715,Diabetes,12
1716,Diabetes,12
1717,Diabetes,12
1718,Diabetes,12
1719,Diabetes,12
1720,Gastroenteritis,17
1721,Gastroenteritis,17
1722,Gastroenteritis,17
1723,Gastroenteritis,17
1724,Gastroenteritis,17
1725,Gastroenteritis,17
1726,Gastroenteritis,17
1727,Gastroenteritis,17
1728,Gastroenteritis,17
1729,Gastroenteritis,17
1730,Bronchial_Asthma,6
1731,Bronchial_Asthma,6
1732,Bronchial_Asthma,6
1733,Bronchial_Asthma,6
1734,Bronchial_Asthma,6
1735,Bronchial_Asthma,6
1736,Bronchial_Asthma,6
1737,Bronchial_Asthma,6
1738,Bronchial_Asthma,6
1739,Bronchial_Asthma,6
1740,Hypertension,23
1741,Hypertension,23
1742,Hypertension,23
1743,Hypertension,23
1744,Hypertension,23
1745,Hypertension,23
1746,Hypertension,23
1747,Hypertension,23
1748,Hypertension,23
1749,Hypertension,23
1750,Migraine,30
1751,Migraine,30
1752,Migraine,30
1753,Migraine,30
1754,Migraine,30
1755,Migraine,30
1756,Migraine,30
1757,Migraine,30
1758,Migraine,30
1759,Migraine,30
1760,Cervical_spondylosis,7
1761,Cervical_spondylosis,7
1762,Cervical_spondylosis,7
1763,Cervical_spondylosis,7
1764,Cervical_spondylosis,7
1765,Cervical_spondylosis,7
1766,Cervical_spondylosis,7
1767,Cervical_spondylosis,7
1768,Cervical_spondylosis,7
1769,Cervical_spondylosis,7
1770,Paralysis_(brain_hemorrhage),32
1771,Paralysis_(brain_hemorrhage),32
1772,Paralysis_(brain_hemorrhage),32
1773,Paralysis_(brain_hemorrhage),32
1774,Paralysis_(brain_hemorrhage),32
1775,Paralysis_(brain_hemorrhage),32
1776,Paralysis_(brain_hemorrhage),32
1777,Paralysis_(brain_hemorrhage),32
1778,Paralysis_(brain_hemorrhage),32
1779,Paralysis_(brain_hemorrhage),32
1780,Jaundice,28
1781,Jaundice,28
1782,Jaundice,28
1783,Jaundice,28
1784,Jaundice,28
1785,Jaundice,28
1786,Jaundice,28
1787,Jaundice,28
1788,Jaundice,28
1789,Jaundice,28
1790,Malaria,29
1791,Malaria,29
1792,Malaria,29
1793,Malaria,29
1794,Malaria,29
1795,Malaria,29
1796,Malaria,29
1797,Malaria,29
1798,Malaria,29
1799,Malaria,29
1800,Chicken_pox,8
1801,Chicken_pox,8
1802,Chicken_pox,8
1803,Chicken_pox,8
1804,Chicken_pox,8
1805,Chicken_pox,8
1806,Chicken_pox,8
1807,Chicken_pox,8
1808,Chicken_pox,8
1809,Chicken_pox,8
1810,Dengue,11
1811,Dengue,11
1812,Dengue,11
1813,Dengue,11
1814,Dengue,11
1815,Dengue,11
1816,Dengue,11
1817,Dengue,11
1818,Dengue,11
1819,Dengue,11
1820,Typhoid,37
1821,Typhoid,37
1822,Typhoid,37
1823,Typhoid,37
1824,Typhoid,37
1825,Typhoid,37
1826,Typhoid,37
1827,Typhoid,37
1828,Typhoid,37
1829,Typhoid,37
1830,hepatitis_A,40
1831,hepatitis_A,40
1832,hepatitis_A,40
1833,hepatitis_A,40
1834,hepatitis_A,40
1835,hepatitis_A,40
1836,hepatitis_A,40
1837,hepatitis_A,40
1838,hepatitis_A,40
1839,hepatitis_A,40
1840,Hepatitis_B,19
1841,Hepatitis_B,19
1842,Hepatitis_B,19
1843,Hepatitis_B,19
1844,Hepatitis_B,19
1845,Hepatitis_B,19
1846,Hepatitis_B,19
1847,Hepatitis_B,19
1848,Hepatitis_B,19
1849,Hepatitis_B,19
1850,Hepatitis_C,20
1851,Hepatitis_C,20
1852,Hepatitis_C,20
1853,Hepatitis_C,20
1854,Hepatitis_C,20
1855,Hepatitis_C,20
1856,Hepatitis_C,20
1857,Hepatitis_C,20
1858,Hepatitis_C,20
1859,Hepatitis_C,20
1860,Hepatitis_D,21
1861,Hepatitis_D,21
1862,Hepatitis_D,21
1863,Hepatitis_D,21
1864,Hepatitis_D,21
1865,Hepatitis_D,21
1866,Hepatitis_D,21
1867,Hepatitis_D,21
1868,Hepatitis_D,21
1869,Hepatitis_D,21
1870,Hepatitis_E,22
1871,Hepatitis_E,22
1872,Hepatitis_E,22
1873,Hepatitis_E,22
1874,Hepatitis_E,22
1875,Hepatitis_E,22
1876,Hepatitis_E,22
1877,Hepatitis_E,22
1878,Hepatitis_E,22
1879,Hepatitis_E,22
1880,Alcoholic_hepatitis,3
1881,Alcoholic_hepatitis,3
1882,Alcoholic_hepatitis,3
1883,Alcoholic_hepatitis,3
1884,Alcoholic_hepatitis,3
1885,Alcoholic_hepatitis,3
1886,Alcoholic_hepatitis,3
1887,Alcoholic_hepatitis,3
1888,Alcoholic_hepatitis,3
1889,Alcoholic_hepatitis,3
1890,Tuberculosis,36
1891,Tuberculosis,36
1892,Tuberculosis,36
1893,Tuberculosis,36
1894,Tuberculosis,36
1895,Tuberculosis,36
1896,Tuberculosis,36
1897,Tuberculosis,36
1898,Tuberculosis,36
1899,Tuberculosis,36
1900,Common_Cold,10
1901,Common_Cold,10
1902,Common_Cold,10
1903,Common_Cold,10
1904,Common_Cold,10
1905,Common_Cold,10
1906,Common_Cold,10
1907,Common_Cold,10
1908,Common_Cold,10
1909,Common_Cold,10
1910,Pneumonia,34
1911,Pneumonia,34
1912,Pneumonia,34
1913,Pneumonia,34
1914,Pneumonia,34
1915,Pneumonia,34
1916,Pneumonia,34
1917,Pneumonia,34
1918,Pneumonia,34
1919,Pneumonia,34
1920,Dimorphic_hemmorhoids(piles),13
1921,Dimorphic_hemmorhoids(piles),13
1922,Dimorphic_hemmorhoids(piles),13
1923,Dimorphic_hemmorhoids(piles),13
1924,Dimorphic_hemmorhoids(piles),13
1925,Dimorphic_hemmorhoids(piles),13
1926,Dimorphic_hemmorhoids(piles),13
1927,Dimorphic_hemmorhoids(piles),13
1928,Dimorphic_hemmorhoids(piles),13
1929,Dimorphic_hemmorhoids(piles),13
1930,Heart_attack,18
1931,Heart_attack,18
1932,Heart_attack,18
1933,Heart_attack,18
1934,Heart_attack,18
1935,Heart_attack,18
1936,Heart_attack,18
1937,Heart_attack,18
1938,Heart_attack,18
1939,Heart_attack,18
1940,Varicose_veins,39
1941,Varicose_veins,39
1942,Varicose_veins,39
1943,Varicose_veins,39
1944,Varicose_veins,39
1945,Varicose_veins,39
1946,Varicose_veins,39
1947,Varicose_veins,39
1948,Varicose_veins,39
1949,Varicose_veins,39
1950,Hypothyroidism,26
1951,Hypothyroidism,26
1952,Hypothyroidism,26
1953,Hypothyroidism,26
1954,Hypothyroidism,26
1955,Hypothyroidism,26
1956,Hypothyroidism,26
1957,Hypothyroidism,26
1958,Hypothyroidism,26
1959,Hypothyroidism,26
1960,Hyperthyroidism,24
1961,Hyperthyroidism,24
1962,Hyperthyroidism,24
1963,Hyperthyroidism,24
1964,Hyperthyroidism,24
1965,Hyperthyroidism,24
1966,Hyperthyroidism,24
1967,Hyperthyroidism,24
1968,Hyperthyroidism,24
1969,Hyperthyroidism,24
1970,Hypoglycemia,25
1971,Hypoglycemia,25
1972,Hypoglycemia,25
1973,Hypoglycemia,25
1974,Hypoglycemia,25
1975,Hypoglycemia,25
1976,Hypoglycemia,25
1977,Hypoglycemia,25
1978,Hypoglycemia,25
1979,Hypoglycemia,25
1980,Osteoarthristis,31
1981,Osteoarthristis,31
1982,Osteoarthristis,31
1983,Osteoarthristis,31
1984,Osteoarthristis,31
1985,Osteoarthristis,31
1986,Osteoarthristis,31
1987,Osteoarthristis,31
1988,Osteoarthristis,31
1989,Osteoarthristis,31
1990,Arthritis,5
1991,Arthritis,5
1992,Arthritis,5
1993,Arthritis,5
1994,Arthritis,5
1995,Arthritis,5
1996,Arthritis,5
1997,Arthritis,5
1998,Arthritis,5
1999,Arthritis,5
2000,(vertigo)_Paroymsal__Positional_Vertigo,0
2001,(vertigo)_Paroymsal__Positional_Vertigo,0
2002,(vertigo)_Paroymsal__Positional_Vertigo,0
2003,(vertigo)_Paroymsal__Positional_Vertigo,0
2004,(vertigo)_Paroymsal__Positional_Vertigo,0
2005,(vertigo)_Paroymsal__Positional_Vertigo,0
2006,(vertigo)_Paroymsal__Positional_Vertigo,0
2007,(vertigo)_Paroymsal__Positional_Vertigo,0
2008,(vertigo)_Paroymsal__Positional_Vertigo,0
2009,(vertigo)_Paroymsal__Positional_Vertigo,0
2010,Acne,2
2011,Acne,2
2012,Acne,2
2013,Acne,2
2014,Acne,2
2015,Acne,2
2016,Acne,2
2017,Acne,2
2018,Acne,2
2019,Acne,2
2020,Urinary_tract_infection,38
2021,Urinary_tract_infection,38
2022,Urinary_tract_infection,38
2023,Urinary_tract_infection,38
2024,Urinary_tract_infection,38
2025,Urinary_tract_infection,38
2026,Urinary_tract_infection,38
2027,Urinary_tract_infection,38
2028,Urinary_tract_infection,38
2029,Urinary_tract_infection,38
2030,Psoriasis,35
2031,Psoriasis,35
2032,Psoriasis,35
2033,Psoriasis,35
2034,Psoriasis,35
2035,Psoriasis,35
2036,Psoriasis,35
2037,Psoriasis,35
2038,Psoriasis,35
2039,Psoriasis,35
2040,Impetigo,27
2041,Impetigo,27
2042,Impetigo,27
2043,Impetigo,27
2044,Impetigo,27
2045,Impetigo,27
2046,Impetigo,27
2047,Impetigo,27
2048,Impetigo,27
2049,Impetigo,27
2050,Fungal_infection,15
2051,Fungal_infection,15
2052,Fungal_infection,15
2053,Fungal_infection,15
2054,Fungal_infection,15
2055,Fungal_infection,15
2056,Fungal_infection,15
2057,Fungal_infection,15
2058,Fungal_infection,15
2059,Fungal_infection,15
2060,Allergy,4
2061,Allergy,4
2062,Allergy,4
2063,Allergy,4
2064,Allergy,4
2065,Allergy,4
2066,Allergy,4
2067,Allergy,4
2068,Allergy,4
2069,Allergy,4
2070,GERD,16
2071,GERD,16
2072,GERD,16
2073,GERD,16
2074,GERD,16
2075,GERD,16
2076,GERD,16
2077,GERD,16
2078,GERD,16
2079,GERD,16
2080,Chronic_cholestasis,9
2081,Chronic_cholestasis,9
2082,Chronic_cholestasis,9
2083,Chronic_cholestasis,9
2084,Chronic_cholestasis,9
2085,Chronic_cholestasis,9
2086,Chronic_cholestasis,9
2087,Chronic_cholestasis,9
2088,Chronic_cholestasis,9
2089,Chronic_cholestasis,9
2090,Drug_Reaction,14
2091,Drug_Reaction,14
2092,Drug_Reaction,14
2093,Drug_Reaction,14
2094,Drug_Reaction,14
2095,Drug_Reaction,14
2096,Drug_Reaction,14
2097,Drug_Reaction,14
2098,Drug_Reaction,14
2099,Drug_Reaction,14
2100,Peptic_ulcer_diseae,33
2101,Peptic_ulcer_diseae,33
2102,Peptic_ulcer_diseae,33
2103,Peptic_ulcer_diseae,33
2104,Peptic_ulcer_diseae,33
2105,Peptic_ulcer_diseae,33
2106,Peptic_ulcer_diseae,33
2107,Peptic_ulcer_diseae,33
2108,Peptic_ulcer_diseae,33
